cg00574958	cg03767807	cg06500161	cg11078090	cg17722508	cg17901584	cg21055197	cg19076985	cg03629335	cg27352622	cg08726900	cg05484949	cg00827581	cg14153852
-0.319777368575637	1.1123915419444517	1.3477286907428667	0.6322931673371543	0.7608403026079003	3.3474710960870406	0.4879673360085755	0.7520331693738641	0.746194393639753	0.2496881892357871	-0.0932875171404999	0.1483134730371667	-0.1596138431074772	0.3606953829291223
0.7951823884505419	0.4694809478415653	-0.3266040828630643	-0.869339224483435	1.1681316658807643	-1.3959240152967822	-0.3097200816525329	-0.0191708706728074	-1.436231869704099	1.1069713085876467	-0.6181261230597775	0.2921728813448424	-0.3842597488943615	-0.6127500429369754
0.5342244817368751	0.910857702809038	-1.7053029744324668	2.116553392502242	0.2480498313262007	0.3488334516858781	9.519170458973484e-06	0.3119988633781779	-1.1075877213171812	1.032333556811166	0.2542256899107031	1.2157953955369962	1.6423049695174663	1.3033738937841302
-0.8502249171989443	-0.1501094862946582	0.0885108913280843	-1.897209127729656	-0.826560197909487	-0.8756543350508258	1.191268195393464	0.426532111579208	1.276805536073529	0.6492451617840805	-0.4592455363138129	0.1498335210855083	0.284106897771375	1.3554374317681266
-0.5080681766705021	0.179494396851543	1.7818403528219786	1.4733973527923714	-0.4618121249568278	0.6403078270388485	-0.2177905110260843	-0.01414288565685	1.6615676079351354	1.759975552037866	1.097893307572286	-0.7116135668290301	-1.6271589502567303	1.0054814204245617
-1.2231815996454485	-1.002297190199456	-0.7834881655836965	0.1003110155245967	0.6101798902040926	-2.358910653536773	-0.62616515148621	-0.445744138321454	2.1896618816544424	-0.1544644792305201	0.1549059319338962	0.7499994702565166	0.6136658478587417	-0.1139533465243686
2.141962069431904	-1.0035948329288231	-1.2968654797434884	0.0234474438636632	-1.3801626668744056	0.433844967221919	-0.8518243170191389	-1.0830490772437922	0.2464817879517915	-0.0610611285543307	-0.0222843330047518	0.0857806915580496	-0.0207799488590113	-1.0727308866882936
0.4621826907794986	-0.7798656877384658	-2.352279195487646	-2.6171720686295767	-2.0073139907736683	2.222006542920497	1.7087873217684986	-0.4174545028218618	1.2846392472513193	-1.6882486066283753	-1.342937263291309	-2.0308236726854183	-2.904884401874244	0.9412564857119904
-0.3200848241999579	-0.1674207531110068	-0.8801726527540669	-0.146362065349946	0.199624825033395	1.1138181195579988	1.0218982596687345	0.4233422496989608	0.4467543657711618	1.4465947797919918	0.4395374083993377	-2.108372685591952	-2.546593049349911	0.7118175938854244
0.4073093476594686	0.6845174447209846	0.4169846859520375	-0.8355989871652639	0.6199409210129616	0.7109987161283956	0.2987183235762793	0.4161092943637138	-0.0110820348418405	-0.3082913239572495	-1.7376021172665588	0.8361507205040055	1.348688662884316	1.197727925853533
-1.38512024293405	-0.2981490671702797	-0.4422203945365357	0.003445120515832	0.3337096539927762	0.7284032124408024	-0.6482247332914882	0.2224506498990912	0.9119567219334692	0.6736212351957552	0.6147026478737069	0.1377474299574675	0.6560720331045025	-0.4598463431651856
-1.3620531934309923	-0.1811123389300878	1.736758642585973	1.867212023035774	-0.981488812571185	-0.3646498874945599	1.1996312458474356	-0.5449911124261593	-0.4106560300130381	1.3872701236688372	-0.05421485782681	-1.0337399517430763	-0.3560154976725698	0.0669802639339465
0.4767593904605359	1.78064856565213	0.1359952330079371	0.9173030158756764	0.2456249723418156	1.8221322527141817	1.5045681643997624	1.4233237848429698	0.3830667930207424	-1.2715350045762217	-0.34202195753388	-0.649260471896082	-1.4962242042455929	1.4937676895020624
0.5147989004442637	1.5807694775096417	0.6621119033516011	1.2162111822337016	0.3176883340295723	1.1693554710398042	0.8732494537557417	-0.3081968551877288	-0.3217256694586312	0.0766728207858088	0.7259098866456272	0.7092546083242576	0.480095504682811	0.3652509801639185
0.1427477394176007	0.7904742301501235	2.3206404955882403	0.1070710475132806	1.416258535351335	1.384599968209496	1.8998574688410383	1.1166341965826536	-0.6542959361725446	0.4324125739407264	-0.8712048082795137	-0.109797509955814	-0.924218774614732	2.3744552782780217
-0.9530698917258548	-1.8912223918386128	-0.4538452974655547	-0.2852847498908675	-0.5870898877661264	0.5637074365271499	-0.6276407339254507	-1.1493553676550436	-0.3618448759363314	-0.2516106405471898	0.4660757272956362	-1.3690557035728437	-0.7337842345646999	-0.5487015179706405
-0.1162327520429351	0.6441404384531441	0.3778716957976894	-0.6784434836869222	-0.1728575782047041	-1.603597247806403	-0.7748925763844801	-0.5988102168220556	-0.2504504752561597	1.9952865323785147	-0.4301721510153761	0.6970801367781256	0.3860943952245251	0.2544075785482252
0.8515602681619724	0.2522092433170731	-0.2755803288821784	-0.2172125583575903	-0.2118357973531635	-0.2508620676505542	-1.3892824400447417	-0.8492012639452152	-1.028823127585765	1.4016095535301096	-0.5018864969765506	-0.886571934881194	-0.6604420324302036	-0.8590502570943092
0.7253871940304216	0.6830160773787123	0.3073145462194687	1.7810415687252967	1.4110533588185152	-1.492920720386772	-1.374270150154037	-0.7286673217133937	-0.158929034396604	-0.8592269972957893	0.4793895856018579	0.7480201112033646	0.8176674265615644	0.7504626338278481
1.197730766832345	-0.7538857465116364	0.3363464385522636	0.2961465437293589	-0.0666790928675458	0.3521479116592153	0.9748610411152796	1.4541568042701072	0.151187485311612	-0.0626564677669374	-1.2450300328457011	0.0557282168296711	-0.66815621954793	-0.1571057655587829
-0.1819370503654955	-0.0976445311427709	-0.2955410764163751	0.2062283019724079	-0.1074849386592572	0.6659886006901382	-0.1576362624193925	-0.2747180805400695	0.1980646800676906	-0.0526812148299478	1.406355518178101	1.071067600654571	0.8265382197503814	-0.340986782523493
-0.5459438838477599	-0.1233991475029216	-1.2763546601478133	-0.15041768170024	0.7426543097417931	-0.1200200667618722	1.7910157839312797	-0.4030376676005658	-0.8206151380659898	1.0401541922431652	0.077508649514047	-0.8747746873102417	0.7742216934002881	1.0029739791012102
0.7281756159207118	1.6913147668579307	0.6197491712736154	1.244042168816214	0.7001087400276538	0.3344391317526489	1.6858421842349784	1.7558630005749476	0.4558981550190066	0.2148856521311978	-0.707869822165832	0.4837303671577511	0.2553941191968686	0.1497081826774232
