feature_name	feature_importance
MS006	0.21375859054806223
PBG	0.15478184778071546
HOMA.B	0.1527681185238281
RBC	0.09323375116443172
MP0174	0.06849958230167774
MASP2	0.0631199168888841
GPX3	0.06111173725170874
MP0193	0.04955127288864186
MP0050	0.041059435647438254
FGG	0.04064502940160006
APOA2	0.0400372307581798
Age	0.037855894635946276
CLU	0.03769755946369174
MP0128	0.035280585922142546
GNA13	0.034865091541417446
HDLC	0.031531004833576466
RACK1	0.030080866807355774
MP0141	0.02925111600179099
MP0151	0.028223847653475694
USO1	0.026954126716835853
LYZ	0.026713405658549422
Dose	0.02660921321390769
MP0052	0.024467314002164266
SERPINA7	0.024015281491111404
A1BG	0.02384730574970896
MP0076	0.023165067339542773
FPG	0.0231240476381037
MP0142	0.023074181446414523
CPN1	0.01988192237900375
APOC2	0.01899209024711214
FCGBP	0.018891711089342515
MP0046	0.017318865706878763
STXBP5	0.017125442950687603
MP0113	0.016634883719419673
APOH	0.016362074475458115
CAMP	0.015457305043089006
PON1	0.015046002639941
MP0156	0.01359220481433645
cg19076985	0.012888524391581942
MP0073	0.01265152366555371
MP0080	0.012424978035534742
VTN	0.011907123191262189
WBC	0.01183801906517282
HBZ	0.011818980288306014
PIGR	0.011587561034171367
cg11078090	0.011126063897780035
MP0115	0.011100232594809743
GSN	0.011076307194369639
MP0044	0.01104258141962005
RPS3	0.011040926611051393
FINS	0.010813561701518759
IGHV3.72	0.010757055378341226
MP0042	0.010441285202843126
CGREF1	0.010144839202507491
MP0018	0.009879093747980568
HBA1C	0.009842223320454924
CFHR1	0.009751445993611434
EGFR	0.009746783953201365
AFM	0.009744350364941534
CFH	0.009707479469925043
HB	0.009657739618361024
MS030	0.009579565262706166
MS026	0.009383235491872904
MP0009	0.009356896538253051
cg00827581	0.009303134986061038
BUN	0.008982172215019013
HOMA.IR	0.008971982025650341
MP0101	0.008929380696029736
TAGLN	0.008885388759577747
CKMB	0.008848439150286215
C4BPA	0.008660933052870867
FGB	0.008635100723479262
MS013	0.008632942369948842
TF	0.008486984722016859
APCS	0.008476698707673735
HCT	0.008474197032460778
BMI	0.008391945954875132
MP0062	0.008346231870180399
IGLV3.19	0.008151820942959428
MP0023	0.008132374287102688
MS004	0.008095632418418966
cg06500161	0.00803844442200347
YWHAG	0.00798905705912591
CHL1	0.007922812871440263
RPIA	0.007883365858885367
MP0134	0.007798980651617805
UCR	0.00779503160747475
ITIH4	0.0076879928480380185
MP0124	0.007686973430923279
MP0126	0.0075888362595522745
SCRIB	0.00758590973412484
SCIN	0.007562609039238043
WEIGHT	0.0075496820675258185
PZP	0.007544080893959566
MP0085	0.007482665855895065
MP0030	0.007427618096799536
MP0022	0.007355581266530073
ACACB	0.007260723742782988
FBLN1	0.007150592385214937
ORM1	0.007017276421327482
MP0098	0.007001733572116027
HSPA9	0.006976636052424371
C9	0.006954595179575297
PRB3	0.006835843158486425
MP0086	0.0068215339261476484
MP0175	0.006816547525676922
MP0065	0.006735427216701209
MP0140	0.006672606094896247
MP0100	0.006597884067199257
MP0024	0.006594418983666561
MAN2A1	0.006590760932708863
MS010	0.006558439787291499
NSF	0.0065045600418987964
MP0015	0.006490480038418229
TIMM44	0.006463227511846478
MS009	0.0064437921364088
A2M	0.0063774076177824345
GSTM2	0.0063016755490417735
MS014	0.006291930369624319
HSPG2	0.006279286260848923
HABP2	0.006266939748275598
CFHR3	0.006239382778118472
C3	0.006106272779458675
APOF	0.006057322797706119
APOA1	0.00601619967483756
MP0074	0.005970740186179417
MP0132	0.005969372113327173
PLT	0.005950649982765244
ML010	0.005947562211147353
MP0077	0.005751860408452717
MP0021	0.0057358021731831075
MP0127	0.005652220213098518
GGT1	0.005566603184025301
MS016	0.0055277645173559455
G6PD	0.005478318976490204
SERPINA6	0.005468480580022984
MS028	0.005447362840503807
AGT	0.005413687595366399
DBP	0.005399670194395736
MS021	0.005398073034656214
MP0012	0.00534277937427385
SAA1	0.005251860799540376
CRP	0.005219311465054343
F13A1	0.005145371793221301
MP0013	0.005140983593721868
FGA	0.005120434330207788
MS027	0.00504608523494883
LPA	0.005045031486611091
SHBG	0.00503157001972494
MP0054	0.00499176949301049
CFD	0.004990889282638431
MP0084	0.0049862724080252906
NXF1	0.0049434736467630835
MNDA	0.0048693416630723055
MP0005	0.004805319303430136
SERPINA3	0.004760399269517351
SLC4A2	0.0046381405677762624
cg14153852	0.004633306548660615
AKR1B1	0.004616788631612592
cg03629335	0.004605016884611166
C1QB	0.0045981361900544766
GIT1	0.0045756334777925945
MP0078	0.004547318583448861
IGFBP2	0.004425834683685889
PCBP2	0.004383991265478453
PGLYRP2	0.004369475973547651
MASP1	0.0041793224833526306
CPB2	0.0041790050132253145
ML015	0.0041645873551913615
PTPRG	0.004112043799164214
HDHD2	0.00409341694968906
CELA3A	0.004027336658700852
PRSS1	0.004017660656559451
EPCAM	0.004014445971136362
WACC	0.0038917301182411555
ACACA	0.0038251340360450753
FETUB	0.003727595277081456
IGHV4.39	0.003707348155248748
MP0019	0.0036827910043556243
SYTL1	0.0036408413154294388
FCGR3A	0.0036095823337300866
S100A9	0.003543317932123243
MP0096	0.0035350162121862575
MP0027	0.003463939397306467
ZFYVE19	0.0034433154676470202
LTF	0.0034319667390303454
APOE	0.003331498594307859
APOC3	0.0033180945379153817
RCN1	0.003260517325353328
MP0099	0.003166799048773168
MP0112	0.0031627626177348975
ALT	0.003112964724119634
FFA	0.0030959609193592953
KNG1	0.002988774404861455
Sex	0.00289678674858704
SCR	0.0028743601338821075
MP0106	0.0028466619358513932
MP0154	0.0028250517749971375
PI16	0.0027909712620257186
UMACRR	0.002706153068983722
MP0053	0.0026962093105796056
MS020	0.002683124702369277
MP0051	0.0026808303072691697
MP0105	0.002653490620985081
PCYOX1	0.002645853668085537
cg17722508	0.002596293206866115
NAP1L1	0.002585202728331885
APOC1	0.002558191852584899
C8B	0.002547087311903014
cg08726900	0.0025307880991545973
MS029	0.0025048169376668387
GSTM4	0.0024571287824371674
MP0164	0.0023588235218763545
MS023	0.0023439481238422093
MP0006	0.0023250957689485616
UMA	0.0022976938733676464
C2	0.002282412129301173
MP0135	0.0022404587370617526
TUBA1B	0.0022070698074507476
ARID1A	0.002202421032843444
MP0122	0.002200147005796118
FUBP3	0.00218313604694856
AHSG	0.002156675676544999
TUBA1A	0.0021380788006841976
MP0118	0.0021145702099416063
ML014	0.0021087893294320266
MP0025	0.0020936690727035444
LDLC	0.0020578827891760566
MP0159	0.0020113982466861188
MS003	0.0019808899849609613
ML013	0.0019665052110304374
ML016	0.0019665052110304374
HBB	0.0019463881814702044
RMC1	0.0019262445917022932
MS011	0.0018836124489619074
MP0203	0.0018727156404720181
TUBA4A	0.0018637195320970242
MP0116	0.0018365033905045805
TG	0.0018120616894160694
ML011	0.001770700298905905
MS001	0.0017443768268310385
VASP	0.0017198604130820511
TUBA8	0.0017036283350650803
IGLV3.1	0.00164345380931483
C8G	0.0015848356299505524
MP0047	0.0015709963057835277
MP0017	0.0015492637336357118
MX1	0.001545709070181024
APOA4	0.0015405695217731298
F10	0.001500566286544488
CD163	0.0014386906097823406
SPG11	0.001429697226901403
MS017	0.00142783711203296
ADIPOQ	0.0014179902050221547
TC	0.0013673868399938242
APOM	0.001353701505732996
TBIL	0.0013382028594760783
MP0150	0.0013125093418003646
S100A8	0.0012671239933304895
SLC35B2	0.0012339822224463582
CPB1	0.0012231978493652878
FCN3	0.0011953993017242447
CLEC3B	0.0011943606685768443
APOD	0.0011691456702016554
SBP	0.0011558886976727344
MP0038	0.001140688736363219
L2HGDH	0.0011232516887603038
ML017	0.0010846654160358645
GMPS	0.001003916088538196
TMEM256	0.00097010219284718
MP0058	0.0009175875470522646
MS024	0.0009090810298942228
MP0041	0.0008993668381337272
SERPINC1	0.0008740619299880956
cg00574958	0.000864273246915937
MP0035	0.0008019712899117612
TTC37	0.000728206722153859
MP0045	0.0007108713301329508
MS019	0.000702518285858252
CP	0.0006972892159799858
PRG4	0.0006562515236429367
MP0034	0.00064707426648856
AKR1A1	0.0006347706545642238
ML019	0.0006156935096941262
ALDOB	0.000600594919185874
MS005	0.0005919447807997913
cg03767807	0.0005840102983135961
cg21055197	0.0005566419332583707
YWHAQ	0.00048796783158829254
APOB	0.0004449739936113967
AMPD3	0.00043497178245224745
MS007	0.00039734448218536005
CFHR2	0.00038923743740714475
PPP1R9B	0.0003861989444456794
MFGE8	0.00038577097052138305
YWHAH	0.0003799636422102874
MS022	0.00036865363234203706
TUBA1C	0.0003596374270244639
MS008	0.0003322591801501977
METTL18	0.0003115889854707201
ML006	0.0003051067203933464
MS025	0.0002951315686478464
MP0117	0.0002941712428780418
ML018	0.0002930517961874781
cg05484949	0.000280866205689446
MP0082	0.0002353544065964972
MS015	0.00019371175803316069
GSTM1	0.00019354045180149427
cg17901584	0.00018530337682728576
HSCRP	0.00014853945756881972
cg27352622	0.0001412190038346054
SFN	0.00013140944804591347
MP0066	9.909348844279491e-05
ML012	8.053463584295511e-05
TUBA3D	6.900709329125498e-05
TUBA3C	6.900709329125498e-05
MP0033	6.831186755325637e-05
MS018	6.59151159306413e-05
MS002	6.335570778596245e-05
AST	6.03951626047565e-05
